model,size,suite,refusal_enabled,refusal_label,task,role,correct,E_count,invalid,total,accuracy_percentage
llama3,8B,default,0,,college biology,person,37,0,42,79,46.84
llama3,8B,default,0,,college chemistry,college chemistry expert,20,0,43,63,31.75
llama3,8B,default,0,,college chemistry,non college chemistry expert,19,0,44,63,30.16
llama3,8B,default,0,,college chemistry,college chemistry student,19,0,44,63,30.16
llama3,8B,default,0,,college chemistry,person,16,0,47,63,25.4
llama3,8B,default,0,,college computer science,college computer science expert,27,0,49,76,35.53
llama3,8B,default,0,,college computer science,non college computer science expert,25,0,51,76,32.89
llama3,8B,default,0,,college computer science,college computer science student,28,0,48,76,36.84
llama3,8B,default,0,,college computer science,person,26,0,50,76,34.21
llama3,8B,default,0,,college mathematics,college mathematics expert,14,0,60,74,18.92
llama3,8B,default,0,,college mathematics,non college mathematics expert,14,0,60,74,18.92
llama3,8B,default,0,,college mathematics,college mathematics student,12,0,62,74,16.22
llama3,8B,default,0,,college mathematics,person,11,0,63,74,14.86
llama3,8B,default,0,,college medicine,college medicine expert,23,0,25,48,47.92
llama3,8B,default,0,,college medicine,non college medicine expert,23,0,25,48,47.92
llama3,8B,default,0,,college medicine,college medicine student,23,0,25,48,47.92
llama3,8B,default,0,,college medicine,person,23,0,25,48,47.92
llama3,8B,default,0,,college physics,college physics expert,17,0,51,68,25.0
llama3,8B,default,0,,college physics,non college physics expert,16,0,52,68,23.53
llama3,8B,default,0,,college physics,college physics student,15,0,53,68,22.06
llama3,8B,default,0,,college physics,person,15,0,53,68,22.06
llama3,8B,default,0,,computer security,computer security expert,20,0,26,46,43.48
llama3,8B,default,0,,computer security,non computer security expert,19,0,27,46,41.3
llama3,8B,default,0,,computer security,computer security student,21,0,25,46,45.65
llama3,8B,default,0,,computer security,person,18,0,28,46,39.13
llama3,8B,default,0,,conceptual physics,conceptual physics expert,53,0,83,136,38.97
llama3,8B,default,0,,conceptual physics,non conceptual physics expert,53,0,83,136,38.97
llama3,8B,default,0,,conceptual physics,conceptual physics student,56,0,80,136,41.18
llama3,8B,default,0,,conceptual physics,person,48,0,88,136,35.29
llama3,8B,default,0,,diff,diff expert,16,0,34,50,32.0
llama3,8B,default,0,,diff,non diff expert,14,0,36,50,28.0
llama3,8B,default,0,,diff,diff student,13,0,37,50,26.0
llama3,8B,default,0,,diff,person,14,0,36,50,28.0
llama3,8B,default,0,,econometrics,econometrics expert,26,0,59,85,30.59
llama3,8B,default,0,,econometrics,non econometrics expert,24,0,61,85,28.24
llama3,8B,default,0,,econometrics,econometrics student,24,0,61,85,28.24
llama3,8B,default,0,,econometrics,person,25,0,60,85,29.41
llama3,8B,default,0,,electrical engineering,electrical engineering expert,18,0,49,67,26.87
llama3,8B,default,0,,electrical engineering,non electrical engineering expert,17,0,50,67,25.37
llama3,8B,default,0,,electrical engineering,electrical engineering student,18,0,49,67,26.87
llama3,8B,default,0,,electrical engineering,person,16,0,51,67,23.88
llama3,8B,default,0,,elementary mathematics,elementary mathematics expert,72,0,232,304,23.68
llama3,8B,default,0,,elementary mathematics,non elementary mathematics expert,72,0,232,304,23.68
llama3,8B,default,0,,elementary mathematics,elementary mathematics student,62,0,242,304,20.39
llama3,8B,default,0,,elementary mathematics,person,65,0,239,304,21.38
llama3,8B,default,0,,formal logic,formal logic expert,32,0,66,98,32.65
llama3,8B,default,0,,formal logic,non formal logic expert,29,0,69,98,29.59
llama3,8B,default,0,,formal logic,formal logic student,31,0,67,98,31.63
llama3,8B,default,0,,formal logic,person,30,0,68,98,30.61
llama3,8B,default,0,,fund,fund expert,11,0,56,67,16.42
llama3,8B,default,0,,fund,non fund expert,9,0,58,67,13.43
llama3,8B,default,0,,fund,fund student,7,0,60,67,10.45
llama3,8B,default,0,,fund,person,10,0,57,67,14.93
llama3,8B,default,0,,global facts,global facts expert,16,0,68,84,19.05
llama3,8B,default,0,,global facts,non global facts expert,15,0,69,84,17.86
llama3,8B,default,0,,global facts,global facts student,16,0,68,84,19.05
llama3,8B,default,0,,global facts,person,14,0,70,84,16.67
llama3,8B,default,0,,high school biology,high school biology expert,81,0,59,140,57.86
llama3,8B,default,0,,high school biology,non high school biology expert,79,0,61,140,56.43
llama3,8B,default,0,,high school biology,high school biology student,79,0,61,140,56.43
llama3,8B,default,0,,high school biology,person,72,0,68,140,51.43
llama3,8B,default,0,,high school chemistry,high school chemistry expert,45,0,70,115,39.13
llama3,8B,default,0,,high school chemistry,non high school chemistry expert,42,0,73,115,36.52
llama3,8B,default,0,,high school chemistry,high school chemistry student,43,0,72,115,37.39
llama3,8B,default,0,,high school chemistry,person,41,0,74,115,35.65
llama3,8B,default,0,,high school computer science,high school computer science expert,27,0,35,62,43.55
llama3,8B,default,0,,high school computer science,non high school computer science expert,26,0,36,62,41.94
llama3,8B,default,0,,high school computer science,high school computer science student,24,0,38,62,38.71
llama3,8B,default,0,,high school computer science,person,22,0,40,62,35.48
llama3,8B,default,0,,high school european history,high school european history expert,18,0,51,69,26.09
llama3,8B,default,0,,high school european history,non high school european history expert,18,0,51,69,26.09
llama3,8B,default,0,,high school european history,high school european history student,19,0,50,69,27.54
llama3,8B,default,0,,high school european history,person,19,0,50,69,27.54
llama3,8B,default,0,,high school geography,high school geography expert,31,0,34,65,47.69
llama3,8B,default,0,,high school geography,non high school geography expert,32,0,33,65,49.23
llama3,8B,default,0,,high school geography,high school geography student,31,0,34,65,47.69
llama3,8B,default,0,,high school geography,person,27,0,38,65,41.54
llama3,8B,default,0,,high school government and politics,high school government and politics expert,27,0,24,51,52.94
llama3,8B,default,0,,high school government and politics,non high school government and politics expert,26,0,25,51,50.98
llama3,8B,default,0,,high school government and politics,high school government and politics student,25,0,26,51,49.02
llama3,8B,default,0,,high school government and politics,person,20,0,31,51,39.22
llama3,8B,default,0,,high school macroeconomics,high school macroeconomics expert,84,0,132,216,38.89
llama3,8B,default,0,,high school macroeconomics,non high school macroeconomics expert,77,0,139,216,35.65
llama3,8B,default,0,,high school macroeconomics,high school macroeconomics student,80,0,136,216,37.04
llama3,8B,default,0,,high school macroeconomics,person,68,0,148,216,31.48
llama3,8B,default,0,,high school mathematics,high school mathematics expert,34,0,208,242,14.05
llama3,8B,default,0,,high school mathematics,non high school mathematics expert,28,0,214,242,11.57
llama3,8B,default,0,,high school mathematics,high school mathematics student,24,0,218,242,9.92
llama3,8B,default,0,,high school mathematics,person,27,0,215,242,11.16
llama3,8B,default,0,,high school microeconomics,high school microeconomics expert,55,0,88,143,38.46
llama3,8B,default,0,,high school microeconomics,non high school microeconomics expert,52,0,91,143,36.36
llama3,8B,default,0,,high school microeconomics,high school microeconomics student,52,0,91,143,36.36
llama3,8B,default,0,,high school microeconomics,person,45,0,98,143,31.47
llama3,8B,default,0,,high school physics,high school physics expert,26,0,101,127,20.47
llama3,8B,default,0,,high school physics,non high school physics expert,26,0,101,127,20.47
llama3,8B,default,0,,high school physics,high school physics student,27,0,100,127,21.26
llama3,8B,default,0,,high school physics,person,19,0,108,127,14.96
llama3,8B,default,0,,high school psychology,high school psychology expert,87,0,82,169,51.48
llama3,8B,default,0,,high school psychology,non high school psychology expert,88,0,81,169,52.07
llama3,8B,default,0,,high school psychology,high school psychology student,85,0,84,169,50.3
llama3,8B,default,0,,high school psychology,person,83,0,86,169,49.11
llama3,8B,default,0,,high school statistics,high school statistics expert,45,0,98,143,31.47
llama3,8B,default,0,,high school statistics,non high school statistics expert,43,0,100,143,30.07
llama3,8B,default,0,,high school statistics,high school statistics student,45,0,98,143,31.47
llama3,8B,default,0,,high school statistics,person,39,0,104,143,27.27
llama3,8B,default,0,,high school us history,high school us history expert,36,0,47,83,43.37
llama3,8B,default,0,,high school us history,non high school us history expert,34,0,49,83,40.96
llama3,8B,default,0,,high school us history,high school us history student,35,0,48,83,42.17
llama3,8B,default,0,,high school us history,person,28,0,55,83,33.73
llama3,8B,default,0,,high school world history,high school world history expert,50,0,34,84,59.52
llama3,8B,default,0,,high school world history,non high school world history expert,50,0,34,84,59.52
llama3,8B,default,0,,high school world history,high school world history student,47,0,37,84,55.95
llama3,8B,default,0,,high school world history,person,41,0,43,84,48.81
llama3,8B,default,0,,human aging,human aging expert,33,0,53,86,38.37
llama3,8B,default,0,,human aging,non human aging expert,24,0,62,86,27.91
llama3,8B,default,0,,human aging,human aging student,32,0,54,86,37.21
llama3,8B,default,0,,human aging,person,34,0,52,86,39.53
llama3,8B,default,0,,human sexuality,human sexuality expert,22,0,31,53,41.51
llama3,8B,default,0,,human sexuality,non human sexuality expert,21,0,32,53,39.62
llama3,8B,default,0,,human sexuality,human sexuality student,21,0,32,53,39.62
llama3,8B,default,0,,human sexuality,person,19,0,34,53,35.85
llama3,8B,default,0,,international law,international law expert,20,0,35,55,36.36
llama3,8B,default,0,,international law,non international law expert,20,0,35,55,36.36
llama3,8B,default,0,,international law,international law student,19,0,36,55,34.55
llama3,8B,default,0,,international law,person,22,0,33,55,40.0
llama3,8B,default,0,,jurisprudence,jurisprudence expert,18,0,25,43,41.86
llama3,8B,default,0,,jurisprudence,non jurisprudence expert,18,0,25,43,41.86
llama3,8B,default,0,,jurisprudence,jurisprudence student,15,0,28,43,34.88
llama3,8B,default,0,,jurisprudence,person,14,0,29,43,32.56
llama3,8B,default,0,,logical fallacies,logical fallacies expert,43,0,30,73,58.9
llama3,8B,default,0,,logical fallacies,non logical fallacies expert,39,0,34,73,53.42
llama3,8B,default,0,,logical fallacies,logical fallacies student,40,0,33,73,54.79
llama3,8B,default,0,,logical fallacies,person,37,0,36,73,50.68
llama3,8B,default,0,,machine learning,machine learning expert,25,0,65,90,27.78
llama3,8B,default,0,,machine learning,non machine learning expert,22,0,68,90,24.44
llama3,8B,default,0,,machine learning,machine learning student,24,0,66,90,26.67
llama3,8B,default,0,,machine learning,person,25,0,65,90,27.78
llama3,8B,default,0,,management,management expert,15,0,22,37,40.54
llama3,8B,default,0,,management,non management expert,14,0,23,37,37.84
llama3,8B,default,0,,management,management student,15,0,22,37,40.54
llama3,8B,default,0,,management,person,12,0,25,37,32.43
llama3,8B,default,0,,marketing,marketing expert,33,0,42,75,44.0
llama3,8B,default,0,,marketing,non marketing expert,32,0,43,75,42.67
llama3,8B,default,0,,marketing,marketing student,32,0,43,75,42.67
llama3,8B,default,0,,marketing,person,31,0,44,75,41.33
llama3,8B,default,0,,matter,matter expert,7,0,40,47,14.89
llama3,8B,default,0,,matter,non matter expert,2,0,45,47,4.26
llama3,8B,default,0,,matter,matter student,5,0,42,47,10.64
llama3,8B,default,0,,matter,person,4,0,43,47,8.51
llama3,8B,default,0,,medical genetics,medical genetics expert,31,0,23,54,57.41
llama3,8B,default,0,,medical genetics,non medical genetics expert,26,0,28,54,48.15
llama3,8B,default,0,,medical genetics,medical genetics student,28,0,26,54,51.85
llama3,8B,default,0,,medical genetics,person,27,0,27,54,50.0
llama3,8B,default,0,,miscellaneous,miscellaneous expert,105,0,160,265,39.62
llama3,8B,default,0,,miscellaneous,non miscellaneous expert,108,0,157,265,40.75
llama3,8B,default,0,,miscellaneous,miscellaneous student,97,0,168,265,36.6
llama3,8B,default,0,,miscellaneous,person,102,0,163,265,38.49
llama3,8B,default,0,,moral disputes,moral disputes expert,55,0,84,139,39.57
llama3,8B,default,0,,moral disputes,non moral disputes expert,53,0,86,139,38.13
llama3,8B,default,0,,moral disputes,moral disputes student,51,0,88,139,36.69
llama3,8B,default,0,,moral disputes,person,49,0,90,139,35.25
llama3,8B,default,0,,nutrition,nutrition expert,92,0,87,179,51.4
llama3,8B,default,0,,nutrition,non nutrition expert,89,0,90,179,49.72
llama3,8B,default,0,,nutrition,nutrition student,89,0,90,179,49.72
llama3,8B,default,0,,nutrition,person,87,0,92,179,48.6
llama3,8B,default,0,,philosophy,philosophy expert,44,0,86,130,33.85
llama3,8B,default,0,,philosophy,non philosophy expert,39,0,91,130,30.0
llama3,8B,default,0,,philosophy,philosophy student,43,0,87,130,33.08
llama3,8B,default,0,,philosophy,person,34,0,96,130,26.15
llama3,8B,default,0,,prehistory,prehistory expert,62,0,83,145,42.76
llama3,8B,default,0,,prehistory,non prehistory expert,60,0,85,145,41.38
llama3,8B,default,0,,prehistory,prehistory student,62,0,83,145,42.76
llama3,8B,default,0,,prehistory,person,55,0,90,145,37.93
llama3,8B,default,0,,professional accounting,professional accounting expert,53,0,142,195,27.18
llama3,8B,default,0,,professional accounting,non professional accounting expert,53,0,142,195,27.18
llama3,8B,default,0,,professional accounting,professional accounting student,51,0,144,195,26.15
llama3,8B,default,0,,professional accounting,person,42,0,153,195,21.54
llama3,8B,default,0,,professional law,professional law expert,292,0,711,1003,29.11
llama3,8B,default,0,,professional law,non professional law expert,274,0,729,1003,27.32
llama3,8B,default,0,,professional law,professional law student,285,0,718,1003,28.41
llama3,8B,default,0,,professional law,person,255,0,748,1003,25.42
llama3,8B,default,0,,professional medicine,professional medicine expert,139,0,115,254,54.72
llama3,8B,default,0,,professional medicine,non professional medicine expert,136,0,118,254,53.54
llama3,8B,default,0,,professional medicine,professional medicine student,140,0,114,254,55.12
llama3,8B,default,0,,professional medicine,person,135,0,119,254,53.15
llama3,8B,default,0,,professional psychology,professional psychology expert,129,0,195,324,39.81
llama3,8B,default,0,,professional psychology,non professional psychology expert,127,0,197,324,39.2
llama3,8B,default,0,,professional psychology,professional psychology student,127,0,197,324,39.2
llama3,8B,default,0,,professional psychology,person,115,0,209,324,35.49
llama3,8B,default,0,,public relations,public relations expert,21,0,31,52,40.38
llama3,8B,default,0,,public relations,non public relations expert,18,0,34,52,34.62
llama3,8B,default,0,,public relations,public relations student,21,0,31,52,40.38
llama3,8B,default,0,,public relations,person,17,0,35,52,32.69
llama3,8B,default,0,,quan,quan expert,10,0,22,32,31.25
llama3,8B,default,0,,quan,non quan expert,8,0,24,32,25.0
llama3,8B,default,0,,quan,quan student,11,0,21,32,34.38
llama3,8B,default,0,,quan,person,11,0,21,32,34.38
llama3,8B,default,0,,security studies,security studies expert,41,0,46,87,47.13
llama3,8B,default,0,,security studies,non security studies expert,40,0,47,87,45.98
llama3,8B,default,0,,security studies,security studies student,38,0,49,87,43.68
llama3,8B,default,0,,security studies,person,39,0,48,87,44.83
llama3,8B,default,0,,sociology,sociology expert,26,0,26,52,50.0
llama3,8B,default,0,,sociology,non sociology expert,24,0,28,52,46.15
llama3,8B,default,0,,sociology,sociology student,24,0,28,52,46.15
llama3,8B,default,0,,sociology,person,24,0,28,52,46.15
llama3,8B,default,0,,stat,stat expert,21,0,50,71,29.58
llama3,8B,default,0,,stat,non stat expert,11,0,60,71,15.49
llama3,8B,default,0,,stat,stat student,20,0,51,71,28.17
llama3,8B,default,0,,stat,person,18,0,53,71,25.35
llama3,8B,default,0,,thermo,thermo expert,12,0,43,55,21.82
llama3,8B,default,0,,thermo,non thermo expert,6,0,49,55,10.91
llama3,8B,default,0,,thermo,thermo student,12,0,43,55,21.82
llama3,8B,default,0,,thermo,person,10,0,45,55,18.18
llama3,8B,default,0,,us foreign policy,us foreign policy expert,8,0,12,20,40.0
llama3,8B,default,0,,us foreign policy,non us foreign policy expert,8,0,12,20,40.0
llama3,8B,default,0,,us foreign policy,us foreign policy student,8,0,12,20,40.0
llama3,8B,default,0,,us foreign policy,person,8,0,12,20,40.0
llama3,8B,default,0,,virology,virology expert,28,0,18,46,60.87
llama3,8B,default,0,,virology,non virology expert,28,0,18,46,60.87
llama3,8B,default,0,,virology,virology student,27,0,19,46,58.7
llama3,8B,default,0,,virology,person,26,0,20,46,56.52
llama3,8B,default,0,,world religions,world religions expert,26,0,33,59,44.07
llama3,8B,default,0,,world religions,non world religions expert,23,0,36,59,38.98
llama3,8B,default,0,,world religions,world religions student,25,0,34,59,42.37
llama3,8B,default,0,,world religions,person,24,0,35,59,40.68
